Time, LQI, ManExist
1450315754,105,1
1450315754,102,1
1450315754,99,1
1450315754,99,1
1450315754,99,1
1450315755,99,1
1450315755,102,1
1450315755,105,1
1450315755,111,1
1450315755,111,1
1450315755,114,1
1450315755,114,1
1450315755,114,1
1450315755,111,1
1450315756,108,1
1450315756,102,1
1450315756,96,1
1450315756,87,1
1450315756,87,1
1450315756,90,1
1450315756,84,1
1450315756,69,1
1450315757,90,1
1450315757,102,1
1450315757,105,1
1450315757,111,1
1450315757,111,1
1450315757,111,1
1450315757,111,1
1450315757,108,1
1450315757,102,1
1450315758,102,1
1450315758,102,1
1450315758,105,1
1450315758,102,1
1450315758,102,1
1450315758,102,1
1450315758,99,1
1450315758,99,1
1450315758,99,1
1450315759,96,1
1450315759,99,1
1450315759,93,1
1450315759,96,1
1450315759,93,1
1450315759,93,1
1450315759,93,1
1450315759,93,1
1450315760,93,1
1450315760,96,1
1450315760,93,1
1450315760,93,1
1450315760,93,1
1450315760,93,1
1450315760,96,1
1450315760,96,1
1450315760,96,1
1450315761,96,1
1450315761,96,1
1450315761,96,1
1450315761,93,1
1450315761,93,1
1450315761,93,1
1450315761,96,1
1450315761,99,1
1450315762,99,1
1450315762,99,1
1450315762,99,1
1450315762,99,1
1450315762,99,1
1450315762,99,1
1450315762,99,1
1450315762,99,1
1450315762,99,1
1450315763,99,1
1450315763,99,1
1450315763,99,1
1450315763,99,1
1450315763,99,1
1450315763,99,1
1450315763,99,1
1450315763,102,1
1450315763,102,1
1450315764,102,1
1450315764,102,1
1450315764,102,1
1450315764,102,1
1450315764,102,1
1450315764,102,1
1450315764,102,1
1450315764,102,1
1450315765,102,1
1450315765,102,1
1450315765,99,1
1450315765,102,1
1450315765,102,1
1450315765,102,1
1450315765,102,1
1450315765,102,1
1450315765,99,1
1450315766,102,1
1450315766,102,1
1450315766,102,1
1450315766,102,1
1450315766,102,1
1450315766,102,1
1450315766,102,1
1450315766,102,1
1450315767,102,1
1450315767,102,1
1450315767,102,1
1450315767,102,1
1450315767,102,1
1450315767,102,1
1450315767,105,1
1450315767,102,1
1450315767,102,1
1450315768,102,1
1450315768,102,1
1450315768,102,1
1450315768,102,1
1450315768,99,1
1450315768,102,1
1450315768,99,1
1450315768,102,1
1450315769,102,1
1450315769,102,1
1450315769,102,1
1450315769,105,1
1450315769,105,1
1450315769,105,1
1450315769,105,1
1450315769,102,1
1450315769,105,1
1450315770,105,1
1450315770,105,1
1450315770,105,1
1450315770,105,1
1450315770,102,1
1450315770,105,1
1450315770,105,1
1450315770,105,1
1450315770,105,1
1450315771,105,1
1450315771,105,1
1450315771,102,1
1450315771,102,1
1450315771,102,1
1450315771,102,1
1450315771,102,1
1450315771,102,1
1450315772,102,1
1450315772,102,1
1450315772,102,1
1450315772,102,1
1450315772,105,1
1450315772,105,1
1450315772,108,1
1450315772,111,1
1450315772,114,1
1450315773,111,1
1450315773,105,1
1450315773,93,1
1450315773,81,1
1450315773,69,1
1450315773,69,1
1450315773,78,1
1450315773,84,1
1450315774,93,1
1450315774,99,1
1450315774,96,1
1450315774,96,1
1450315774,96,1
1450315774,93,1
1450315774,96,1
1450315774,93,1
1450315774,96,1
1450315775,96,1
1450315775,96,1
1450315775,96,1
1450315775,96,1
1450315775,96,1
1450315775,96,1
1450315775,96,1
1450315775,93,1
1450315775,93,1
1450315776,96,1
1450315776,93,1
1450315776,96,1
1450315776,99,1
1450315776,99,1
1450315776,99,1
1450315776,99,1
1450315776,99,1
1450315777,99,1
1450315777,99,1
1450315777,99,1
1450315777,99,1
1450315777,99,1
1450315777,99,1
1450315777,102,1
1450315777,99,1
1450315777,102,1
1450315778,102,1
1450315778,102,1
1450315778,102,1
1450315778,102,1
1450315778,99,1
1450315778,99,1
1450315778,102,1
1450315778,102,1
1450315779,102,1
1450315779,102,1
1450315779,105,1
1450315779,105,1
1450315779,105,1
1450315779,105,1
1450315779,105,1
1450315779,105,1
1450315779,105,1
1450315780,105,1
1450315780,102,1
1450315780,96,1
1450315780,111,1
1450315780,108,1
1450315780,105,1
1450315780,111,1
1450315780,108,1
1450315781,102,1
1450315781,99,1
1450315781,99,1
1450315781,99,1
1450315781,99,1
1450315781,102,1
1450315781,105,1
1450315781,105,1
1450315781,102,1
1450315782,108,1
1450315782,108,1
1450315782,105,1
1450315782,105,1
1450315782,105,1
1450315782,105,1
1450315782,102,1
1450315782,105,1
1450315782,105,1
1450315783,102,1
1450315783,108,1
1450315783,108,1
1450315783,96,1
1450315783,84,1
1450315783,96,1
1450315783,99,1
1450315783,99,1
1450315784,93,1
1450315784,84,1
1450315784,87,1
1450315784,90,1
1450315784,99,1
1450315784,102,1
1450315784,108,1
1450315784,105,1
1450315784,102,1
1450315785,99,1
1450315785,102,1
1450315785,105,1
1450315785,105,1
1450315785,108,1
1450315785,108,1
1450315785,105,1
1450315785,105,1
1450315786,102,1
1450315786,102,1
1450315786,105,1
1450315786,102,1
1450315786,102,1
1450315786,105,1
1450315786,99,1
1450315786,99,1
1450315786,99,1
1450315787,99,1
1450315787,99,1
1450315787,99,1
1450315787,102,1
1450315787,102,1
1450315787,102,1
1450315787,102,1
1450315787,102,1
1450315787,102,1
1450315788,102,1
1450315788,102,1
1450315788,102,1
1450315788,105,1
1450315788,105,1
1450315788,102,1
1450315788,102,1
1450315788,99,1
1450315789,99,1
1450315789,99,1
1450315789,96,1
1450315789,99,1
1450315789,99,1
1450315789,99,1
1450315789,96,1
1450315789,96,1
1450315789,93,1
1450315790,87,1
1450315790,84,1
1450315790,84,1
1450315790,78,1
1450315790,84,1
1450315790,84,1
1450315790,84,1
1450315790,90,1
1450315791,87,1
1450315791,96,1
1450315791,99,1
1450315791,99,1
1450315791,99,1
1450315791,99,1
1450315791,99,1
1450315791,99,1
1450315791,96,1
1450315792,96,1
1450315792,96,1
1450315792,96,1
1450315792,96,1
1450315792,93,1
1450315792,93,1
1450315792,93,1
1450315792,96,1
1450315793,96,1
1450315793,96,1
1450315793,93,1
1450315793,93,1
1450315793,93,1
1450315793,96,1
1450315793,96,1
1450315793,93,1
1450315793,93,1
1450315794,93,1
1450315794,93,1
1450315794,96,1
1450315794,93,1
1450315794,93,1
1450315794,93,1
1450315794,90,1
1450315794,84,1
1450315794,87,1
1450315795,84,1
1450315795,69,1
1450315795,27,1
1450315795,63,1
1450315795,69,1
1450315795,78,1
1450315795,87,1
1450315795,96,1
1450315796,99,1
1450315796,99,1
1450315796,99,1
1450315796,99,1
1450315796,108,1
1450315796,105,1
1450315796,114,1
1450315796,111,1
1450315796,114,1
1450315797,111,1
1450315797,111,1
1450315797,114,1
1450315797,111,1
1450315797,117,1
1450315797,117,1
1450315797,120,1
1450315797,120,1
1450315798,120,1
1450315798,120,1
1450315798,120,1
1450315798,120,1
1450315798,120,1
1450315798,120,1
1450315798,123,1
1450315798,120,1
1450315798,117,1
1450315799,120,1
1450315799,120,1
1450315799,120,1
1450315799,120,1
1450315799,120,1
1450315799,120,1
1450315799,120,1
1450315799,120,1
1450315799,117,1
1450315800,120,1
1450315800,120,1
1450315800,120,1
1450315800,120,1
1450315800,120,1
1450315800,120,1
1450315800,117,1
1450315800,120,1
1450315801,120,1
1450315801,120,1
1450315801,120,1
1450315801,120,1
1450315801,120,1
1450315801,120,1
1450315801,120,1
1450315801,120,1
1450315801,120,1
1450315802,120,1
1450315802,120,1
1450315802,120,1
1450315802,120,1
1450315802,120,1
1450315802,120,1
1450315802,120,1
1450315802,120,1
1450315803,120,1
1450315803,120,1
1450315803,117,1
1450315803,111,1
1450315803,108,1
1450315803,111,1
1450315803,111,1
1450315803,111,1
1450315803,108,1
1450315804,111,1
1450315804,111,1
1450315804,111,1
1450315804,111,1
1450315804,111,1
1450315804,111,1
1450315804,111,1
1450315804,111,1
1450315805,111,1
1450315805,111,1
1450315805,111,1
1450315805,111,1
1450315805,111,1
1450315805,111,1
1450315805,111,1
1450315805,111,1
1450315805,111,1
1450315806,111,1
1450315806,108,1
1450315806,111,1
1450315806,111,1
1450315806,111,1
1450315806,111,1
1450315806,111,1
1450315806,111,1
1450315806,111,1
1450315807,111,1
1450315807,111,1
1450315807,111,1
1450315807,111,1
1450315807,111,1
1450315807,111,1
1450315807,111,1
1450315807,111,1
1450315808,111,1
1450315808,111,1
1450315808,111,1
1450315808,111,1
1450315808,111,1
1450315808,111,1
1450315808,111,1
1450315808,111,1
1450315808,114,1
1450315809,108,1
1450315809,111,1
1450315809,114,1
1450315809,114,1
1450315809,111,1
1450315809,111,1
1450315809,111,1
1450315809,111,1
1450315810,111,1
1450315810,111,1
1450315810,111,1
1450315810,111,1
1450315810,111,1
1450315810,111,1
1450315810,111,1
1450315810,111,1
1450315810,111,1
1450315811,111,1
1450315811,111,1
1450315811,111,1
1450315811,114,1
1450315811,111,1
1450315811,111,1
1450315811,114,1
1450315811,111,1
1450315811,114,1
1450315812,111,1
1450315812,111,1
1450315812,114,1
1450315812,114,1
1450315812,111,1
1450315812,114,1
1450315812,114,1
1450315812,114,1
1450315813,111,1
1450315813,114,1
1450315813,111,1
1450315813,111,1
1450315813,114,1
1450315813,114,1
1450315813,114,1
1450315813,114,1
1450315813,114,1
1450315814,114,1
1450315814,114,1
1450315814,114,1
1450315814,114,1
1450315814,111,1
1450315814,111,1
1450315814,111,1
1450315814,111,1
1450315815,111,1
1450315815,111,1
1450315815,111,1
1450315815,111,1
1450315815,111,1
1450315815,111,1
1450315815,111,1
1450315815,111,1
1450315815,111,1
1450315816,111,1
1450315816,111,1
1450315816,111,1
1450315816,111,1
1450315816,111,1
1450315816,111,1
1450315816,111,1
1450315816,111,1
1450315817,111,1
1450315817,111,1
1450315817,111,1
1450315817,111,1
1450315817,111,1
1450315817,108,1
1450315817,111,1
1450315817,111,1
1450315817,111,1
1450315818,111,1
1450315818,111,1
1450315818,111,1
1450315818,111,1
1450315818,111,1
1450315818,111,1
1450315818,111,1
1450315818,111,1
1450315818,111,1
1450315819,111,1
1450315819,111,1
1450315819,111,1
1450315819,111,1
1450315819,111,1
1450315819,111,1
1450315819,108,1
1450315819,111,1
1450315820,111,1
1450315820,111,1
1450315820,111,1
1450315820,111,1
1450315820,111,1
1450315820,111,1
1450315820,111,1
1450315820,111,1
1450315820,111,1
1450315821,111,1
1450315821,111,1
1450315821,111,1
1450315821,111,1
1450315821,111,1
1450315821,111,1
1450315821,111,1
1450315821,111,1
1450315822,111,1
1450315822,111,1
1450315822,111,1
1450315822,111,1
1450315822,111,1
1450315822,111,1
1450315822,111,1
1450315822,111,1
1450315822,111,1
1450315823,111,1
1450315823,111,1
1450315823,111,1
1450315823,111,1
1450315823,111,1
1450315823,111,1
1450315823,111,1
1450315823,111,1
1450315823,111,1
1450315824,111,1
1450315824,111,1
1450315824,111,1
1450315824,111,1
1450315824,111,1
1450315824,111,1
1450315824,111,1
1450315824,111,1
1450315825,111,1
1450315825,111,1
1450315825,111,1
1450315825,111,1
1450315825,111,1
1450315825,111,1
1450315825,111,1
1450315825,111,1
1450315825,111,1
1450315826,111,1
1450315826,111,1
1450315826,111,1
1450315826,111,1
1450315826,111,1
1450315826,111,1
1450315826,111,1
1450315826,111,1
1450315827,111,1
1450315827,111,1
1450315827,111,1
1450315827,114,1
1450315827,114,1
1450315827,114,1
1450315827,114,1
1450315827,114,1
1450315827,114,1
1450315828,111,1
1450315828,111,1
1450315828,111,1
1450315828,111,1
1450315828,111,1
1450315828,111,1
1450315828,111,1
1450315828,111,1
1450315829,111,1
1450315829,111,1
1450315829,111,1
1450315829,111,1
1450315829,111,1
1450315829,111,1
1450315829,111,1
1450315829,111,1
1450315829,111,1
1450315830,111,1
1450315830,111,1
1450315830,111,1
1450315830,111,1
1450315830,111,1
1450315830,111,1
1450315830,111,1
1450315830,111,1
1450315831,111,1
1450315831,114,1
1450315831,111,1
1450315831,111,1
1450315831,111,1
1450315831,111,1
1450315831,96,1
1450315831,102,1
1450315831,108,1
1450315832,108,1
1450315832,111,1
1450315832,111,1
1450315832,111,1
1450315832,114,1
1450315832,114,1
1450315832,114,1
1450315832,114,1
1450315832,114,1
1450315833,117,1
1450315833,117,1
1450315833,117,1
1450315833,117,1
1450315833,117,1
1450315833,117,1
1450315833,114,1
1450315833,114,1
1450315834,114,1
1450315834,114,1
1450315834,117,1
1450315834,117,1
1450315834,114,1
1450315834,114,1
1450315834,114,1
1450315834,114,1
1450315834,114,1
1450315835,114,1
1450315835,114,1
1450315835,111,1
1450315835,114,1
1450315835,114,1
1450315835,111,1
1450315835,111,1
1450315835,114,1
1450315835,114,1
1450315836,114,1
1450315836,114,1
1450315836,114,1
1450315836,111,1
1450315836,111,1
1450315836,114,1
1450315836,114,1
1450315836,114,1
1450315837,114,1
1450315837,114,1
1450315837,114,1
1450315837,114,1
1450315837,114,1
1450315837,111,1
1450315837,114,1
1450315837,114,1
1450315837,114,1
1450315838,114,1
1450315838,114,1
1450315838,114,1
1450315838,114,1
1450315838,111,1
1450315838,114,1
1450315838,114,1
1450315838,114,1
1450315839,111,1
1450315839,114,1
1450315839,111,1
1450315839,114,1
1450315839,111,1
1450315839,114,1
1450315839,114,1
1450315839,114,1
1450315839,114,1
1450315840,111,1
1450315840,114,1
1450315840,114,1
1450315840,114,1
1450315840,114,1
1450315840,114,1
1450315840,114,1
1450315840,114,1
1450315841,114,1
1450315841,114,1
1450315841,114,1
1450315841,111,1
1450315841,114,1
1450315841,114,1
1450315841,114,1
1450315841,114,1
1450315842,114,1
1450315842,111,1
1450315842,114,1
1450315842,114,1
1450315842,114,1
1450315842,114,1
1450315842,114,1
1450315842,114,1
1450315842,114,1
1450315843,114,1
1450315843,111,1
1450315843,114,1
1450315843,114,1
1450315843,114,1
1450315843,111,1
1450315843,114,1
1450315843,111,1
1450315844,114,1
1450315844,114,1
1450315844,114,1
1450315844,114,1
1450315844,114,1
1450315844,114,1
1450315844,114,1
1450315844,114,1
1450315844,114,1
1450315845,114,1
1450315845,111,1
1450315845,114,1
1450315845,114,1
1450315845,111,1
1450315845,114,1
1450315845,111,1
1450315845,114,1
1450315846,114,1
1450315846,114,1
1450315846,114,1
1450315846,114,1
1450315846,114,1
1450315846,114,1
1450315846,114,1
1450315846,114,1
1450315846,114,1
1450315847,111,1
1450315847,114,1
1450315847,111,1
1450315847,111,1
1450315847,114,1
1450315847,114,1
1450315847,114,1
1450315847,114,1
1450315848,111,1
1450315848,111,1
1450315848,111,1
1450315848,111,1
1450315848,111,1
1450315848,111,1
1450315848,111,1
1450315848,111,1
1450315848,111,1
1450315849,111,1
1450315849,111,1
1450315849,111,1
1450315849,111,1
1450315849,111,1
1450315849,111,1
1450315849,111,1
1450315849,111,1
1450315850,111,1
1450315850,111,1
1450315850,111,1
1450315850,108,1
1450315850,108,1
1450315850,111,1
1450315850,111,1
1450315850,111,1
1450315851,111,1
1450315851,111,1
1450315851,111,1
1450315851,111,1
1450315851,108,1
1450315851,108,1
1450315851,108,1
1450315851,108,1
1450315851,108,1
1450315852,108,1
1450315852,108,1
1450315852,108,1
1450315852,108,1
1450315852,108,1
1450315852,105,1
1450315852,108,1
1450315852,105,1
1450315853,105,1
1450315853,105,1
1450315853,105,1
1450315853,108,1
1450315853,108,1
1450315853,108,1
1450315853,105,1
1450315853,108,1
1450315853,108,1
1450315854,108,1
1450315854,108,1
1450315854,108,1
1450315854,108,1
1450315854,108,1
1450315854,108,1
1450315854,108,1
1450315854,108,1
1450315854,108,1
1450315855,108,1
1450315855,108,1
1450315855,108,1
1450315855,108,1
1450315855,108,1
1450315855,111,1
1450315855,108,1
1450315855,108,1
1450315856,111,1
1450315856,108,1
1450315856,108,1
1450315856,108,1
1450315856,108,1
1450315856,108,1
1450315856,108,1
1450315856,108,1
1450315856,108,1
1450315857,108,1
1450315857,108,1
1450315857,108,1
1450315857,108,1
1450315857,108,1
1450315857,111,1
1450315857,111,1
1450315857,111,1
1450315858,108,1
1450315858,108,1
1450315858,108,1
1450315858,108,1
1450315858,108,1
1450315858,108,1
1450315858,108,1
1450315858,108,1
1450315858,108,1
1450315859,108,1
1450315859,108,1
1450315859,108,1
1450315859,108,1
1450315859,105,1
1450315859,105,1
1450315859,105,1
1450315859,105,1
1450315859,105,1
1450315860,105,1
1450315860,105,1
1450315860,105,1
1450315860,105,1
1450315860,105,1
1450315860,105,1
1450315860,108,1
1450315860,105,1
1450315861,108,1
1450315861,108,1
1450315861,108,1
1450315861,108,1
1450315861,108,1
1450315861,108,1
1450315861,108,1
1450315861,108,1
1450315861,108,1
1450315862,108,1
1450315862,108,1
1450315862,105,1
1450315862,108,1
1450315862,108,1
1450315862,105,1
1450315862,108,1
1450315862,108,1
1450315863,108,1
1450315863,108,1
1450315863,108,1
1450315863,108,1
1450315863,105,1
1450315863,108,1
1450315863,108,1
1450315863,108,1
1450315863,108,1
1450315864,108,1
1450315864,108,1
1450315864,105,1
1450315864,108,1
1450315864,108,1
1450315864,108,1
1450315864,108,1
1450315864,108,1
1450315865,108,1
1450315865,108,1
1450315865,108,1
1450315865,111,1
1450315865,111,1
1450315865,108,1
1450315865,108,1
1450315865,105,1
1450315865,108,1
1450315866,111,1
1450315866,114,1
1450315866,114,1
1450315866,111,1
1450315866,111,1
1450315866,111,1
1450315866,114,1
1450315866,114,1
1450315867,120,1
1450315867,120,1
1450315867,120,1
1450315867,117,1
1450315867,114,1
1450315867,117,1
1450315867,117,1
1450315867,114,1
1450315867,114,1
1450315868,114,1
1450315868,111,1
1450315868,114,1
1450315868,111,1
1450315868,111,1
1450315868,111,1
1450315868,111,1
1450315868,114,1
1450315868,111,1
1450315869,111,1
1450315869,108,1
1450315869,108,1
1450315869,108,1
1450315869,108,1
1450315869,108,1
1450315869,108,1
1450315869,111,1
1450315870,111,1
1450315870,111,1
1450315870,114,1
1450315870,111,1
1450315870,114,1
1450315870,117,1
1450315870,117,1
1450315870,117,1
1450315870,117,1
1450315871,114,1
1450315871,117,1
1450315871,117,1
1450315871,120,1
1450315871,123,1
1450315871,123,1
1450315871,123,1
1450315871,123,1
1450315872,123,1
1450315872,126,1
1450315872,132,1
1450315872,132,1
1450315872,129,1
1450315872,132,1
1450315872,132,1
1450315872,132,1
1450315872,132,1
1450315873,132,1
1450315873,132,1
1450315873,132,1
1450315873,132,1
1450315873,132,1
1450315873,132,1
1450315873,132,1
1450315873,132,1
1450315873,132,1
1450315874,132,1
1450315874,132,1
1450315874,129,1
1450315874,132,1
1450315874,132,1
1450315874,132,1
1450315874,132,1
1450315874,132,1
1450315875,132,1
1450315875,129,1
1450315875,132,1
1450315875,132,1
1450315875,132,1
1450315875,132,1
1450315875,132,1
1450315875,132,1
1450315875,132,1
1450315876,132,1
1450315876,132,1
1450315876,129,1
1450315876,132,1
1450315876,132,1
1450315876,132,1
1450315876,132,1
1450315876,129,1
1450315877,132,1
1450315877,132,1
1450315877,132,1
1450315877,132,1
1450315877,132,1
1450315877,132,1
1450315877,132,1
1450315877,132,1
1450315877,132,1
1450315878,132,1
1450315878,132,1
1450315878,132,1
1450315878,132,1
1450315878,132,1
1450315878,132,1
1450315878,129,1
1450315878,132,1
1450315878,129,1
1450315879,129,1
1450315879,132,1
1450315879,132,1
1450315879,123,1
1450315879,132,1
1450315879,132,1
1450315879,132,1
1450315879,132,1
1450315880,132,1
1450315880,132,1
1450315880,132,1
1450315880,132,1
1450315880,132,1
1450315880,132,1
1450315880,132,1
1450315880,132,1
1450315880,132,1
1450315881,132,1
1450315881,132,1
1450315881,132,1
1450315881,132,1
1450315881,132,1
1450315881,129,1
1450315881,132,1
1450315881,132,1
1450315882,132,1
1450315882,132,1
1450315882,132,1
1450315882,123,1
1450315882,123,1
1450315882,132,1
1450315882,132,1
1450315882,132,1
1450315882,123,1
1450315883,120,1
1450315883,117,1
1450315883,117,1
1450315883,120,1
1450315883,120,1
1450315883,120,1
1450315883,114,1
1450315883,111,1
1450315883,108,1
1450315884,108,1
1450315884,111,1
1450315884,111,1
1450315884,111,1
1450315884,102,1
1450315884,87,1
1450315884,93,1
1450315884,108,1
1450315885,120,1
1450315885,117,1
1450315885,102,1
1450315885,87,1
1450315885,96,1
1450315885,105,1
1450315885,102,1
